#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABF1	ATAF1	3702.AT1G49720.2	3702.AT1G01720.1	0	0	0	0	0	0	0	0.513	0.513
ABF1	ABF2	3702.AT1G49720.2	3702.AT1G45249.3	0	0	0	0.853	0	0.500	0	0.909	0.566
ABF1	COR15A	3702.AT1G49720.2	3702.AT2G42540.2	0	0	0	0	0	0	0	0.443	0.443
ABF1	NCED3	3702.AT1G49720.2	3702.AT3G14440.1	0	0	0	0	0	0	0	0.465	0.465
ABF1	MBF1C	3702.AT1G49720.2	3702.AT3G24500.1	0	0	0	0	0	0	0	0.515	0.515
ABF1	ABF4	3702.AT1G49720.2	3702.AT3G19290.3	0	0	0	0.958	0	0.500	0	0.960	0.520
ABF1	ABF3	3702.AT1G49720.2	3702.AT4G34000.1	0	0	0	0.875	0	0.490	0	0.936	0.549
ABF1	KIN11	3702.AT1G49720.2	3702.AT3G29160.1	0	0	0	0	0	0	0	0.574	0.574
ABF1	DREB2A	3702.AT1G49720.2	3702.AT5G05410.1	0	0	0	0	0	0	0	0.582	0.582
ABF1	LTI65	3702.AT1G49720.2	3702.AT5G52300.1	0	0	0	0	0	0	0	0.617	0.617
ABF1	LTI78	3702.AT1G49720.2	3702.AT5G52310.1	0	0	0	0	0.110	0	0	0.599	0.627
ABF1	ABI2	3702.AT1G49720.2	3702.AT5G57050.1	0	0	0	0	0.079	0	0	0.633	0.647
ABF1	ABI3	3702.AT1G49720.2	3702.AT3G24650.1	0	0	0	0	0	0	0	0.671	0.671
ABF1	ABI1	3702.AT1G49720.2	3702.AT4G26080.1	0	0	0	0	0.122	0	0	0.648	0.678
ABF1	ABI5	3702.AT1G49720.2	3702.AT2G36270.1	0	0	0	0.770	0	0.607	0	0.881	0.686
ABF1	bZIP	3702.AT1G49720.2	3702.AT1G68880.1	0	0	0	0	0	0	0	0.810	0.810
ABF1	OST1	3702.AT1G49720.2	3702.AT4G33950.1	0	0	0	0	0	0	0.600	0.708	0.878
ABF2	ATAF1	3702.AT1G45249.3	3702.AT1G01720.1	0	0	0	0	0	0	0	0.734	0.734
ABF2	COR47	3702.AT1G45249.3	3702.AT1G20440.1	0	0	0	0	0	0	0	0.591	0.591
ABF2	MYC2	3702.AT1G45249.3	3702.AT1G32640.1	0	0	0	0	0	0	0	0.589	0.589
ABF2	NAC042	3702.AT1G45249.3	3702.AT2G43000.1	0	0	0	0	0	0	0	0.426	0.426
ABF2	ERD1	3702.AT1G45249.3	3702.AT5G51070.1	0	0	0	0	0	0	0	0.522	0.522
ABF2	ZFHD1	3702.AT1G45249.3	3702.AT1G69600.1	0	0	0	0	0	0	0	0.542	0.542
ABF2	ABF4	3702.AT1G45249.3	3702.AT3G19290.3	0	0	0	0.876	0	0.499	0	0.969	0.559
ABF2	AP2	3702.AT1G45249.3	3702.AT4G36920.2	0	0	0	0	0	0	0	0.581	0.581
ABF2	RD20	3702.AT1G45249.3	3702.AT2G33380.1	0	0	0	0	0	0	0	0.582	0.582
ABF2	COR15A	3702.AT1G45249.3	3702.AT2G42540.2	0	0	0	0	0	0	0	0.586	0.586
ABF2	MYB2	3702.AT1G45249.3	3702.AT2G47190.1	0	0	0	0	0	0	0	0.617	0.617
ABF2	NAC019	3702.AT1G45249.3	3702.AT1G52890.1	0	0	0	0	0	0	0	0.625	0.625
ABF2	RD22	3702.AT1G45249.3	3702.AT5G25610.1	0	0	0	0	0	0	0	0.633	0.633
ABF2	ABI3	3702.AT1G45249.3	3702.AT3G24650.1	0	0	0	0	0	0	0	0.640	0.640
ABF2	RD26	3702.AT1G45249.3	3702.AT4G27410.3	0	0	0	0	0	0	0	0.645	0.645
ABF2	NCED3	3702.AT1G45249.3	3702.AT3G14440.1	0	0	0	0	0	0	0	0.652	0.652
ABF2	KIN11	3702.AT1G45249.3	3702.AT3G29160.1	0	0	0	0	0	0	0	0.659	0.659
ABF2	ABO3	3702.AT1G45249.3	3702.AT1G66600.1	0	0	0	0	0	0	0	0.685	0.685
ABF2	ABI2	3702.AT1G45249.3	3702.AT5G57050.1	0	0	0	0	0.101	0	0	0.749	0.765
ABF2	ABF3	3702.AT1G45249.3	3702.AT4G34000.1	0	0	0	0.866	0.119	0.759	0	0.956	0.806
ABF2	LTI78	3702.AT1G45249.3	3702.AT5G52310.1	0	0	0	0	0	0	0	0.830	0.830
ABF2	LTI65	3702.AT1G45249.3	3702.AT5G52300.1	0	0	0	0	0	0	0	0.853	0.853
ABF2	bZIP	3702.AT1G45249.3	3702.AT1G68880.1	0	0	0	0	0	0	0	0.853	0.853
ABF2	ABI1	3702.AT1G45249.3	3702.AT4G26080.1	0	0	0	0	0.105	0.500	0	0.853	0.928
ABF2	DREB2A	3702.AT1G45249.3	3702.AT5G05410.1	0	0	0	0	0	0.501	0	0.888	0.942
ABF2	OST1	3702.AT1G45249.3	3702.AT4G33950.1	0	0	0	0	0	0.937	0.600	0.861	0.996
ABF3	ATAF1	3702.AT4G34000.1	3702.AT1G01720.1	0	0	0	0	0.087	0	0	0.682	0.697
ABF3	DRIP1	3702.AT4G34000.1	3702.AT1G06770.1	0	0	0	0	0	0	0	0.430	0.430
ABF3	MYC2	3702.AT4G34000.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.441	0.441
ABF3	NAC019	3702.AT4G34000.1	3702.AT1G52890.1	0	0	0	0	0	0	0	0.674	0.674
ABF3	bZIP	3702.AT4G34000.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.879	0.879
ABF3	RD20	3702.AT4G34000.1	3702.AT2G33380.1	0	0	0	0	0.181	0	0	0.569	0.631
ABF3	ABI5	3702.AT4G34000.1	3702.AT2G36270.1	0	0	0	0.738	0	0.748	0	0.917	0.808
ABF3	P5CS1	3702.AT4G34000.1	3702.AT2G39800.1	0	0	0	0	0.170	0	0	0.631	0.681
ABF3	COR15A	3702.AT4G34000.1	3702.AT2G42540.2	0	0	0	0	0.166	0	0	0.564	0.620
ABF3	MYB2	3702.AT4G34000.1	3702.AT2G47190.1	0	0	0	0	0	0	0	0.581	0.581
ABF3	NCED3	3702.AT4G34000.1	3702.AT3G14440.1	0	0	0	0	0.151	0	0	0.652	0.692
ABF3	ABF4	3702.AT4G34000.1	3702.AT3G19290.3	0	0	0	0.906	0.112	0.759	0	0.965	0.797
ABF3	MBF1C	3702.AT4G34000.1	3702.AT3G24500.1	0	0	0	0	0	0	0	0.605	0.605
ABF3	ABI3	3702.AT4G34000.1	3702.AT3G24650.1	0	0	0	0	0	0	0	0.816	0.817
ABF3	KIN11	3702.AT4G34000.1	3702.AT3G29160.1	0	0	0	0	0	0.500	0	0.645	0.814
ABF3	ABI1	3702.AT4G34000.1	3702.AT4G26080.1	0	0	0	0	0.200	0.500	0	0.808	0.916
ABF3	RD26	3702.AT4G34000.1	3702.AT4G27410.3	0	0	0	0	0.118	0	0	0.687	0.712
ABF3	OST1	3702.AT4G34000.1	3702.AT4G33950.1	0	0	0	0	0	0.543	0.600	0.683	0.936
ABF3	AP2	3702.AT4G34000.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.581	0.581
ABF3	RD22	3702.AT4G34000.1	3702.AT5G25610.1	0	0	0	0	0.105	0	0	0.655	0.678
ABF3	ABI2	3702.AT4G34000.1	3702.AT5G57050.1	0	0	0	0	0.321	0	0	0.652	0.753
ABF3	LTI78	3702.AT4G34000.1	3702.AT5G52310.1	0	0	0	0	0.124	0	0	0.807	0.823
ABF3	DREB2A	3702.AT4G34000.1	3702.AT5G05410.1	0	0	0	0	0	0	0	0.855	0.855
ABF3	LTI65	3702.AT4G34000.1	3702.AT5G52300.1	0	0	0	0	0.100	0	0	0.850	0.859
ABF4	ATAF1	3702.AT3G19290.3	3702.AT1G01720.1	0	0	0	0	0	0	0	0.713	0.713
ABF4	COR47	3702.AT3G19290.3	3702.AT1G20440.1	0	0	0	0	0	0	0	0.549	0.549
ABF4	NAC019	3702.AT3G19290.3	3702.AT1G52890.1	0	0	0	0	0	0	0	0.679	0.679
ABF4	ABO3	3702.AT3G19290.3	3702.AT1G66600.1	0	0	0	0	0	0	0	0.585	0.585
ABF4	bZIP	3702.AT3G19290.3	3702.AT1G68880.1	0	0	0	0	0	0	0	0.876	0.876
ABF4	WRKY40	3702.AT3G19290.3	3702.AT1G80840.1	0	0	0	0	0	0	0	0.463	0.463
ABF4	RD20	3702.AT3G19290.3	3702.AT2G33380.1	0	0	0	0	0	0	0	0.519	0.519
ABF4	P5CS1	3702.AT3G19290.3	3702.AT2G39800.1	0	0	0	0	0	0	0	0.596	0.596
ABF4	COR15A	3702.AT3G19290.3	3702.AT2G42540.2	0	0	0	0	0	0	0	0.615	0.615
ABF4	MYB2	3702.AT3G19290.3	3702.AT2G47190.1	0	0	0	0	0	0	0	0.634	0.634
ABF4	NCED3	3702.AT3G19290.3	3702.AT3G14440.1	0	0	0	0	0	0	0	0.651	0.651
ABF4	SOS2	3702.AT3G19290.3	3702.AT5G35410.1	0	0	0	0	0	0	0	0.441	0.441
ABF4	ERD1	3702.AT3G19290.3	3702.AT5G51070.1	0	0	0	0	0	0	0	0.508	0.508
ABF4	MBF1C	3702.AT3G19290.3	3702.AT3G24500.1	0	0	0	0	0	0	0	0.515	0.515
ABF4	AP2	3702.AT3G19290.3	3702.AT4G36920.2	0	0	0	0	0	0	0	0.581	0.581
ABF4	RD22	3702.AT3G19290.3	3702.AT5G25610.1	0	0	0	0	0	0	0	0.638	0.638
ABF4	KIN11	3702.AT3G19290.3	3702.AT3G29160.1	0	0	0	0	0	0	0	0.645	0.645
ABF4	ABI3	3702.AT3G19290.3	3702.AT3G24650.1	0	0	0	0	0	0	0	0.652	0.652
ABF4	RD26	3702.AT3G19290.3	3702.AT4G27410.3	0	0	0	0	0.108	0	0	0.646	0.670
ABF4	ABI1	3702.AT3G19290.3	3702.AT4G26080.1	0	0	0	0	0.065	0	0	0.765	0.771
ABF4	ABI2	3702.AT3G19290.3	3702.AT5G57050.1	0	0	0	0	0.047	0	0	0.786	0.787
ABF4	LTI78	3702.AT3G19290.3	3702.AT5G52310.1	0	0	0	0	0	0	0	0.824	0.824
ABF4	LTI65	3702.AT3G19290.3	3702.AT5G52300.1	0	0	0	0	0	0	0	0.825	0.825
ABF4	OST1	3702.AT3G19290.3	3702.AT4G33950.1	0	0	0	0	0	0	0.600	0.691	0.871
ABF4	DREB2A	3702.AT3G19290.3	3702.AT5G05410.1	0	0	0	0	0	0.500	0	0.821	0.907
ABI1	ATAF1	3702.AT4G26080.1	3702.AT1G01720.1	0	0	0	0	0.141	0	0	0.410	0.472
ABI1	APX1	3702.AT4G26080.1	3702.AT1G07890.8	0	0	0	0	0.086	0	0	0.410	0.437
ABI1	COR47	3702.AT4G26080.1	3702.AT1G20440.1	0	0	0	0	0.180	0	0	0.616	0.671
ABI1	ERD10	3702.AT4G26080.1	3702.AT1G20450.1	0	0	0	0	0.152	0	0	0.441	0.505
ABI1	MYC2	3702.AT4G26080.1	3702.AT1G32640.1	0	0	0	0	0.061	0	0	0.519	0.529
ABI1	NAC019	3702.AT4G26080.1	3702.AT1G52890.1	0	0	0	0	0.327	0	0	0.161	0.411
ABI1	ABO3	3702.AT4G26080.1	3702.AT1G66600.1	0	0	0	0	0	0	0	0.549	0.549
ABI1	bZIP	3702.AT4G26080.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.741	0.741
ABI1	WRKY40	3702.AT4G26080.1	3702.AT1G80840.1	0	0	0	0	0	0	0	0.461	0.461
ABI1	SOS1	3702.AT4G26080.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.445	0.445
ABI1	RD20	3702.AT4G26080.1	3702.AT2G33380.1	0	0	0	0	0.200	0	0	0.547	0.622
ABI1	ABI5	3702.AT4G26080.1	3702.AT2G36270.1	0	0	0	0	0.111	0.500	0	0.938	0.970
ABI1	P5CS1	3702.AT4G26080.1	3702.AT2G39800.1	0.190	0	0	0	0.181	0.182	0	0.624	0.768
ABI1	COR15A	3702.AT4G26080.1	3702.AT2G42540.2	0	0	0	0	0.206	0	0	0.627	0.691
ABI1	MYB2	3702.AT4G26080.1	3702.AT2G47190.1	0	0	0	0	0.100	0.051	0	0.587	0.616
ABI1	NCED3	3702.AT4G26080.1	3702.AT3G14440.1	0	0	0	0	0.252	0	0	0.800	0.844
ABI1	ABI3	3702.AT4G26080.1	3702.AT3G24650.1	0	0	0	0	0	0	0	0.900	0.900
ABI1	KIN11	3702.AT4G26080.1	3702.AT3G29160.1	0	0	0	0	0.050	0.081	0.159	0.846	0.871
ABI1	ACT12	3702.AT4G26080.1	3702.AT3G46520.1	0	0	0	0	0	0.052	0	0.581	0.585
ABI1	CAT	3702.AT4G26080.1	3702.AT4G35090.1	0.052	0	0	0	0	0	0	0.397	0.403
ABI1	SOS3	3702.AT4G26080.1	3702.AT5G24270.2	0	0	0	0	0	0.057	0	0.441	0.450
ABI1	ABI2	3702.AT4G26080.1	3702.AT5G57050.1	0	0	0	0.974	0.449	0	0	0.978	0.462
ABI1	AP2	3702.AT4G26080.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.592	0.592
ABI1	RD22	3702.AT4G26080.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.640	0.640
ABI1	DREB2A	3702.AT4G26080.1	3702.AT5G05410.1	0	0	0	0	0.133	0	0	0.642	0.676
ABI1	RD26	3702.AT4G26080.1	3702.AT4G27410.3	0	0	0	0	0.382	0	0	0.590	0.735
ABI1	SOS2	3702.AT4G26080.1	3702.AT5G35410.1	0	0	0	0	0.050	0.521	0.159	0.698	0.869
ABI1	LTI78	3702.AT4G26080.1	3702.AT5G52310.1	0	0	0	0	0.228	0	0	0.891	0.912
ABI1	LTI65	3702.AT4G26080.1	3702.AT5G52300.1	0	0	0	0	0.169	0	0	0.915	0.926
ABI1	OST1	3702.AT4G26080.1	3702.AT4G33950.1	0	0	0	0	0.050	0.999	0.649	0.995	0.999
ABI2	ATAF1	3702.AT5G57050.1	3702.AT1G01720.1	0	0	0	0	0.139	0	0	0.565	0.610
ABI2	APX1	3702.AT5G57050.1	3702.AT1G07890.8	0	0	0	0	0.086	0	0	0.436	0.462
ABI2	COR47	3702.AT5G57050.1	3702.AT1G20440.1	0	0	0	0	0.145	0	0	0.547	0.596
ABI2	MYC2	3702.AT5G57050.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.584	0.584
ABI2	NAC019	3702.AT5G57050.1	3702.AT1G52890.1	0	0	0	0	0.199	0	0	0.373	0.476
ABI2	bZIP	3702.AT5G57050.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.695	0.695
ABI2	SOS1	3702.AT5G57050.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.581	0.581
ABI2	RD20	3702.AT5G57050.1	3702.AT2G33380.1	0	0	0	0	0.271	0	0	0.442	0.575
ABI2	ABI5	3702.AT5G57050.1	3702.AT2G36270.1	0	0	0	0	0.086	0	0	0.906	0.910
ABI2	P5CS1	3702.AT5G57050.1	3702.AT2G39800.1	0.190	0	0	0	0.203	0.182	0	0.578	0.747
ABI2	COR15A	3702.AT5G57050.1	3702.AT2G42540.2	0	0	0	0	0.206	0	0	0.586	0.657
ABI2	MYB2	3702.AT5G57050.1	3702.AT2G47190.1	0	0	0	0	0.058	0.051	0	0.565	0.577
ABI2	HSP70	3702.AT5G57050.1	3702.AT3G12580.1	0	0	0	0	0	0.054	0	0.414	0.422
ABI2	NCED3	3702.AT5G57050.1	3702.AT3G14440.1	0	0	0	0	0.227	0	0	0.698	0.756
ABI2	ABI3	3702.AT5G57050.1	3702.AT3G24650.1	0	0	0	0	0	0	0	0.874	0.874
ABI2	KIN11	3702.AT5G57050.1	3702.AT3G29160.1	0	0	0	0	0.050	0.081	0.159	0.882	0.901
ABI2	ACT12	3702.AT5G57050.1	3702.AT3G46520.1	0	0	0	0	0	0.052	0	0.549	0.554
ABI2	RD26	3702.AT5G57050.1	3702.AT4G27410.3	0	0	0	0	0.224	0	0	0.595	0.672
ABI2	OST1	3702.AT5G57050.1	3702.AT4G33950.1	0	0	0	0	0.050	0.999	0.649	0.967	0.999
ABI2	CAT	3702.AT5G57050.1	3702.AT4G35090.1	0.052	0	0	0	0	0	0	0.519	0.524
ABI2	AP2	3702.AT5G57050.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.627	0.627
ABI2	ZAT6	3702.AT5G57050.1	3702.AT5G04340.1	0	0	0	0	0.045	0.043	0	0.426	0.429
ABI2	DREB2A	3702.AT5G57050.1	3702.AT5G05410.1	0	0	0	0	0.086	0	0	0.643	0.660
ABI2	SOS3	3702.AT5G57050.1	3702.AT5G24270.2	0	0	0	0	0	0.057	0	0.620	0.626
ABI2	RD22	3702.AT5G57050.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.616	0.616
ABI2	SOS2	3702.AT5G57050.1	3702.AT5G35410.1	0	0	0	0	0.050	0.521	0.159	0.975	0.989
ABI2	LTI65	3702.AT5G57050.1	3702.AT5G52300.1	0	0	0	0	0.223	0	0	0.835	0.866
ABI2	LTI78	3702.AT5G57050.1	3702.AT5G52310.1	0	0	0	0	0.213	0	0	0.784	0.823
ABI3	DRIP1	3702.AT3G24650.1	3702.AT1G06770.1	0	0	0	0	0	0	0	0.441	0.441
ABI3	MYC2	3702.AT3G24650.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.430	0.430
ABI3	bZIP	3702.AT3G24650.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.953	0.953
ABI3	WRKY40	3702.AT3G24650.1	3702.AT1G80840.1	0	0	0	0	0	0	0	0.441	0.441
ABI3	DRIP2	3702.AT3G24650.1	3702.AT2G30580.1	0	0	0	0	0	0	0	0.460	0.459
ABI3	ABI5	3702.AT3G24650.1	3702.AT2G36270.1	0	0	0	0	0.056	0.760	0	0.987	0.997
ABI3	COR15A	3702.AT3G24650.1	3702.AT2G42540.2	0	0	0	0	0	0	0	0.461	0.461
ABI3	NCED3	3702.AT3G24650.1	3702.AT3G14440.1	0	0	0	0	0	0	0	0.636	0.636
ABI3	MYB15	3702.AT3G24650.1	3702.AT3G23250.1	0	0	0	0	0.127	0	0	0.438	0.488
ABI3	AT4G13100	3702.AT3G24650.1	3702.AT4G13100.2	0	0	0	0	0	0	0	0.445	0.445
ABI3	RD22	3702.AT3G24650.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.462	0.461
ABI3	ICE1	3702.AT3G24650.1	3702.AT3G26744.1	0	0	0	0	0	0	0	0.519	0.519
ABI3	PRH75	3702.AT3G24650.1	3702.AT5G62190.1	0	0	0	0	0	0	0	0.544	0.544
ABI3	ZAT6	3702.AT3G24650.1	3702.AT5G04340.1	0	0	0	0	0	0	0	0.590	0.590
ABI3	RD26	3702.AT3G24650.1	3702.AT4G27410.3	0	0	0	0	0	0	0	0.598	0.598
ABI3	DREB2A	3702.AT3G24650.1	3702.AT5G05410.1	0	0	0	0	0	0	0	0.616	0.616
ABI3	KIN11	3702.AT3G24650.1	3702.AT3G29160.1	0	0	0	0	0	0	0	0.617	0.617
ABI3	OST1	3702.AT3G24650.1	3702.AT4G33950.1	0	0	0	0	0	0	0	0.623	0.623
ABI3	LTI78	3702.AT3G24650.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.633	0.633
ABI3	LTI65	3702.AT3G24650.1	3702.AT5G52300.1	0	0	0	0	0.082	0	0	0.637	0.652
ABI3	HSFA9	3702.AT3G24650.1	3702.AT5G54070.1	0	0	0	0	0	0	0	0.686	0.686
ABI3	AP2	3702.AT3G24650.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.871	0.871
ABI5	DRIP1	3702.AT2G36270.1	3702.AT1G06770.1	0	0	0	0	0	0	0	0.453	0.453
ABI5	COR47	3702.AT2G36270.1	3702.AT1G20440.1	0	0	0	0	0	0	0	0.616	0.616
ABI5	PFT1	3702.AT2G36270.1	3702.AT1G25540.1	0	0	0	0	0	0.501	0	0.773	0.882
ABI5	MYC2	3702.AT2G36270.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.615	0.615
ABI5	NAC019	3702.AT2G36270.1	3702.AT1G52890.1	0	0	0	0	0.087	0.500	0	0.375	0.689
ABI5	ABO3	3702.AT2G36270.1	3702.AT1G66600.1	0	0	0	0	0	0	0	0.582	0.582
ABI5	bZIP	3702.AT2G36270.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.930	0.930
ABI5	WRKY40	3702.AT2G36270.1	3702.AT1G80840.1	0	0	0	0	0	0	0	0.639	0.639
ABI5	RD20	3702.AT2G36270.1	3702.AT2G33380.1	0	0	0	0	0	0.500	0	0.386	0.679
ABI5	CAT	3702.AT2G36270.1	3702.AT4G35090.1	0	0	0	0	0	0	0	0.441	0.441
ABI5	ZAT6	3702.AT2G36270.1	3702.AT5G04340.1	0	0	0	0	0	0	0	0.460	0.459
ABI5	HOS1	3702.AT2G36270.1	3702.AT2G39810.1	0	0	0	0	0	0	0	0.461	0.461
ABI5	ACT12	3702.AT2G36270.1	3702.AT3G46520.1	0	0	0	0	0	0	0	0.519	0.519
ABI5	MYB2	3702.AT2G36270.1	3702.AT2G47190.1	0	0	0	0	0	0	0	0.615	0.615
ABI5	ICE1	3702.AT2G36270.1	3702.AT3G26744.1	0	0	0	0	0	0	0	0.618	0.618
ABI5	RD22	3702.AT2G36270.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.640	0.640
ABI5	DREB2A	3702.AT2G36270.1	3702.AT5G05410.1	0	0	0	0	0.058	0	0	0.637	0.643
ABI5	COR15A	3702.AT2G36270.1	3702.AT2G42540.2	0	0	0	0	0.087	0	0	0.637	0.654
ABI5	AP2	3702.AT2G36270.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.700	0.700
ABI5	NCED3	3702.AT2G36270.1	3702.AT3G14440.1	0	0	0	0	0	0	0	0.721	0.721
ABI5	RD26	3702.AT2G36270.1	3702.AT4G27410.3	0	0	0	0	0	0.500	0	0.592	0.787
ABI5	LTI78	3702.AT2G36270.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.810	0.810
ABI5	LTI65	3702.AT2G36270.1	3702.AT5G52300.1	0	0	0	0	0.067	0	0	0.807	0.812
ABI5	SIZ1	3702.AT2G36270.1	3702.AT5G60410.2	0	0	0	0	0	0.543	0	0.650	0.833
ABI5	KIN11	3702.AT2G36270.1	3702.AT3G29160.1	0	0	0	0	0	0.500	0	0.810	0.900
ABI5	OST1	3702.AT2G36270.1	3702.AT4G33950.1	0	0	0	0	0	0	0.600	0.839	0.932
ABO3	bZIP	3702.AT1G66600.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.429	0.429
ABO3	ZAT6	3702.AT1G66600.1	3702.AT5G04340.1	0	0	0	0	0.080	0	0	0.441	0.463
ABO3	RD22	3702.AT1G66600.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.481	0.481
ABO3	MYB2	3702.AT1G66600.1	3702.AT2G47190.1	0	0	0	0	0.106	0	0	0.460	0.496
ABO3	LTI65	3702.AT1G66600.1	3702.AT5G52300.1	0	0	0	0	0	0	0	0.548	0.548
ABO3	DREB2A	3702.AT1G66600.1	3702.AT5G05410.1	0	0	0	0	0	0	0	0.597	0.597
ABO3	LTI78	3702.AT1G66600.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.620	0.620
ABO3	WRKY33	3702.AT1G66600.1	3702.AT2G38470.1	0	0	0	0	0.087	0	0	0.637	0.654
ABO3	WRKY40	3702.AT1G66600.1	3702.AT1G80840.1	0	0	0	0	0.086	0	0	0.857	0.863
ACT12	APX1	3702.AT3G46520.1	3702.AT1G07890.8	0	0	0	0	0	0	0	0.620	0.620
ACT12	ERD10	3702.AT3G46520.1	3702.AT1G20450.1	0	0	0	0	0	0	0	0.532	0.532
ACT12	STZ	3702.AT3G46520.1	3702.AT1G27730.1	0	0	0	0	0.045	0.089	0.276	0.308	0.505
ACT12	MYC2	3702.AT3G46520.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.581	0.581
ACT12	bZIP	3702.AT3G46520.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.704	0.704
ACT12	SOS1	3702.AT3G46520.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.519	0.519
ACT12	WRKY33	3702.AT3G46520.1	3702.AT2G38470.1	0	0	0	0	0	0	0	0.441	0.441
ACT12	HSP70	3702.AT3G46520.1	3702.AT3G12580.1	0	0	0	0	0	0.173	0.132	0.776	0.825
ACT12	NCED3	3702.AT3G46520.1	3702.AT3G14440.1	0	0	0	0	0	0	0	0.441	0.441
ACT12	ICE1	3702.AT3G46520.1	3702.AT3G26744.1	0	0	0	0	0	0	0	0.426	0.426
ACT12	RHL41	3702.AT3G46520.1	3702.AT5G59820.1	0	0	0	0	0.045	0.089	0.276	0.161	0.400
ACT12	OST1	3702.AT3G46520.1	3702.AT4G33950.1	0	0	0	0	0	0.046	0	0.441	0.443
ACT12	SOS2	3702.AT3G46520.1	3702.AT5G35410.1	0	0	0	0	0	0.046	0	0.441	0.443
ACT12	DREB2A	3702.AT3G46520.1	3702.AT5G05410.1	0	0	0	0	0	0	0	0.582	0.582
ACT12	SOS3	3702.AT3G46520.1	3702.AT5G24270.2	0	0	0	0	0.045	0.164	0.169	0.450	0.586
ACT12	LTI78	3702.AT3G46520.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.592	0.592
ACT12	ZAT6	3702.AT3G46520.1	3702.AT5G04340.1	0	0	0	0	0.045	0.089	0.276	0.626	0.732
ACT12	CAT	3702.AT3G46520.1	3702.AT4G35090.1	0	0	0	0	0	0.069	0	0.758	0.765
ACT12	AP2	3702.AT3G46520.1	3702.AT4G36920.2	0	0	0	0	0	0	0	0.777	0.777
AP2	ATAF1	3702.AT4G36920.2	3702.AT1G01720.1	0	0	0	0	0	0	0	0.807	0.807
AP2	APX1	3702.AT4G36920.2	3702.AT1G07890.8	0	0	0	0	0	0	0	0.620	0.620
AP2	COR47	3702.AT4G36920.2	3702.AT1G20440.1	0	0	0	0	0	0	0	0.542	0.542
AP2	PFT1	3702.AT4G36920.2	3702.AT1G25540.1	0	0	0	0	0	0	0	0.637	0.637
AP2	STZ	3702.AT4G36920.2	3702.AT1G27730.1	0	0	0	0	0	0	0	0.620	0.620
AP2	RCD1	3702.AT4G36920.2	3702.AT1G32230.1	0	0	0	0	0	0	0	0.749	0.749
AP2	MYC2	3702.AT4G36920.2	3702.AT1G32640.1	0	0	0	0	0	0	0	0.743	0.743
AP2	NAC019	3702.AT4G36920.2	3702.AT1G52890.1	0	0	0	0	0	0	0	0.549	0.549
AP2	bZIP	3702.AT4G36920.2	3702.AT1G68880.1	0	0	0	0	0	0	0	0.964	0.964
AP2	WRKY40	3702.AT4G36920.2	3702.AT1G80840.1	0	0	0	0	0	0	0	0.637	0.637
AP2	HSFA2	3702.AT4G36920.2	3702.AT2G26150.1	0	0	0	0	0	0	0	0.446	0.446
AP2	WRKY33	3702.AT4G36920.2	3702.AT2G38470.1	0	0	0	0	0	0	0	0.616	0.616
AP2	P5CS1	3702.AT4G36920.2	3702.AT2G39800.1	0	0	0	0	0	0	0	0.427	0.426
AP2	HOS1	3702.AT4G36920.2	3702.AT2G39810.1	0	0	0	0	0	0	0	0.584	0.584
AP2	COR15A	3702.AT4G36920.2	3702.AT2G42540.2	0	0	0	0	0	0	0	0.632	0.632
AP2	NAC042	3702.AT4G36920.2	3702.AT2G43000.1	0	0	0	0	0	0	0	0.441	0.441
AP2	MYB2	3702.AT4G36920.2	3702.AT2G47190.1	0	0	0	0	0	0	0	0.626	0.626
